source,longitude,latitude,title,propertytype,provider,description,address,totalunits,affunits,rgiunits,url
,-79.49863404471200,43.75231265797900,Sentinel Road,Family,Toronto Community Housing (TCHC),,"182, 192, 202 Sentinel Road",50,0,50,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=51
,-79.35347427341970,43.77990522870440,Shaughnessy Boulevard,Family,Toronto Community Housing (TCHC),,165-169 Shaughnessy Boulevard,29,0,29,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=28
,-79.50968128814230,43.74001649665020,Sheppard Ave. W. (1900),Family,Toronto Community Housing (TCHC),,1900 Sheppard Avenue W.,27,0,27,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=809
,-79.30272942537330,43.78299586945250,Sheppard Birchmount 1,Family,Toronto Community Housing (TCHC),,200-374 Bay Mills Boulevard,88,0,88,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=79
,-79.30076619711770,43.78118052883830,Sheppard Birchmount 2,Family,Toronto Community Housing (TCHC),,365 Bay Mills Boulevard,184,0,184,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=95
,-79.5101883702864,43.73842513134230,Sheppard Magellan,Family,Toronto Community Housing (TCHC),,1901 Sheppard Ave. W.,80,0,80,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=41
,-79.43853475178960,43.75835811132340,Sheppard Place,Seniors,Toronto Community Housing (TCHC),,4455 Bathurst Street,301,0,301,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=152
,-79.32328553895540,43.77874566666740,Sheppard Victoria Park,Family,Toronto Community Housing (TCHC),,"2739, 2743 Victoria Park Avenue",404,0,404,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=56
,-79.50562752980000,43.74093790603970,Sheppard Yatescastle,Family,Toronto Community Housing (TCHC),,"1862-1886, 1890-1898 Sheppard Ave. W",148,0,148,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=12
,-79.36944434865700,43.655587162102400,Sherbourne Shuter,Family,Toronto Community Housing (TCHC),,155 Sherbourne Street,301,0,301,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=94
,-79.37066956662910,43.6564635938371,Sherbourne St. (188),Family,Toronto Community Housing (TCHC),,188 Sherbourne Street,6,0,5,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=355
,-79.47269293025040,43.68226153754020,Silverthorn Place,Seniors,Toronto Community Housing (TCHC),,600-612B Rogers Road,207,0,206,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=195
,-79.38940972832440,43.65382980298270,Simcoe St. Patrick,Family,Toronto Community Housing (TCHC),,248 Simcoe Street,107,0,74,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=484
,-79.36942557158290,43.66508659043230,South St. Jamestown 1,Family,Toronto Community Housing (TCHC),,11.5 Aberdeen Avenue,123,0,121,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=316
,-79.37036441083500,43.6674471356596,South St. Jamestown 2,Family,Toronto Community Housing (TCHC),,26 Prospect Street,142,0,138,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=336
,-79.43006883344040,43.6373030949237,Spencer Avenue,Family,Toronto Community Housing (TCHC),,85 Spencer Avenue,57,0,57,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=68
,-79.43747156083410,43.63505827456040,Springhurst Dowling,Family,Toronto Community Housing (TCHC),,75 Dowling Avenue,138,0,90,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=469
,-79.43755584144740,43.63661823014450,Springhurst Manor,Seniors,Toronto Community Housing (TCHC),,1447 King Street W.,59,0,59,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=189
,-79.43372172700770,43.67969382372610,St. Clair Ave. W. (909),Family,Toronto Community Housing (TCHC),,909 St. Clair Avenue W.,6,0,5,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=487
,-79.26807492848560,43.71448365640160,St. Clair Birchmount 1,Family,Del Management Solutions,,3485 St.Clair Avenue E.,97,0,97,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=69
,-79.26915103127490,43.7142574421914,St. Clair Birchmount 2,Family,Del Management Solutions,,3479 St. Clair Ave. E.,94,0,94,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=78
,-79.23907763499210,43.720410151414500,St. George Manor,Seniors,Toronto Community Housing (TCHC),,17 Brimley Road,330,0,330,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=148
,-79.38630385258360,43.66562356591870,St. Joseph St. (21),Family,Toronto Community Housing (TCHC),,21 St. Joseph Street,35,0,29,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=736
,-79.36410295544390,43.6485705854512,St. Lawrence Townhouses,Family,Toronto Community Housing (TCHC),,10 Aitken Place,10,0,4,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=709
,-79.30287640747150,43.68633667782470,Stephenson Ave. (111),Family,Toronto Community Housing (TCHC),,101 Stephenson Avenue,50,0,29,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=362
,-79.30215972127210,43.686497123908000,Stephenson Ave. (139),Family,Toronto Community Housing (TCHC),,139 Stephenson Avenue,101,0,39,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=351
,-79.39369890201370,43.65138744156940,Sullivan St. (11),Family,Toronto Community Housing (TCHC),,11 Sullivan Street,31,0,7,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=477
,-79.3022791567713,43.72140028847210,Sunrise Towers,Seniors,Toronto Community Housing (TCHC),,1420 Victoria Park Avenue,330,0,330,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=143
,-79.45410572404950,43.671440169401300,Symington Place,Family,Toronto Community Housing (TCHC),,1884 Davenport Road,261,0,149,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=470
,-79.29142009912060,43.78195060483620,Tam O'Shanter Towers,Seniors,Del Management Solutions,,3825 Sheppard Avenue E.,300,0,295,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=139
,-79.54538837691560,43.72935665822780,Tandridge Crescent 1,Family,Toronto Community Housing (TCHC),,"44-80  Tandridge Crescent (900-960, 1000-1046)",108,0,108,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=30
,-79.54663035000750,43.72883576923520,Tandridge Crescent 2,Family,Toronto Community Housing (TCHC),,75 Tandridge Crescent,221,0,221,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=54
,-79.28715894857870,43.697083651343100,Teesdale Pharmacy,Family,Toronto Community Housing (TCHC),,"30, 40 Teesdale Place",556,0,556,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=99
,-79.37030486557030,43.648483344958700,The Esplanade (140),Family,Toronto Community Housing (TCHC),,140 The Esplanade,103,0,64,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=738
,-79.36820235860680,43.649529074306700,The Esplanade (176),Family,Toronto Community Housing (TCHC),,176 The Esplanade,302,0,85,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=714
,-79.3737137046432,43.646211959195400,The Esplanade (55),Family,Toronto Community Housing (TCHC),,55 The Esplanade,166,0,40,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=727
,-79.4151073546923,43.77599694174620,The Kempford,Seniors,Toronto Community Housing (TCHC),,5430 Yonge Street,239,0,239,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=169
,-79.34813753487400,43.70445069423640,The Overlea,Seniors,Toronto Community Housing (TCHC),,12 Thorncliffe Park Drive,219,0,209,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=184
,-79.44609647990720,43.658096133591700,The Rankin Apartments,Family,Toronto Community Housing (TCHC),,55 Rankin Crescent,297,0,236,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=196
,-79.39922071840750,43.714013597821900,The Sherwood,Seniors,Toronto Community Housing (TCHC),,2567 Yonge Street,105,0,104,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=168
,-79.58540429229790,43.73387333988040,Thistletown 1,Family,Toronto Community Housing (TCHC),,15-268 Jamestown Crescent,309,0,309,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=210
,-79.58989025955900,43.73801768326050,Thistletown 2,Family,Toronto Community Housing (TCHC),,6455 Finch Avenue W.,245,0,245,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=26
,-79.55809452429260,43.72021906655900,Torbolton Drive,Family,Toronto Community Housing (TCHC),,50 Torbolton Drive,17,0,17,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=18
,-79.36063195386760,43.6568989541008,Trefann Court,Family,Toronto Community Housing (TCHC),,440 Queen Street E.,58,0,24,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=380
,-79.50032140644470,43.6979125506516,Trethewey Tedder,Family,Toronto Community Housing (TCHC),,"710, 720 Trethewey Drive",369,0,369,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=224
,-79.49221618730190,43.689369485912700,Trimbee Court,Family,Toronto Community Housing (TCHC),,30 Denarda Street,255,0,173,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=175
,-79.35875904399680,43.6606341616283,Tubman Ave. (21),Family,Toronto Community Housing (TCHC),,21 Tubman Ave.,95,12,83,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=939
,-79.42891581312080,43.636635473478600,Tyndall Ave (102),Family,Toronto Community Housing (TCHC),,102 Tyndall Avenue,54,0,32,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=489
,-79.33215100676920,43.79802493256310,Victoria Park Chester Le,Family,Toronto Community Housing (TCHC),,"132-152, 160-172, 180-192, 260-272, 275 Chester Le Boulevard",219,0,219,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=218
,-79.23176062127250,43.78082597169830,Village Apartments,Family,Toronto Community Housing (TCHC),,50 Tuxedo Court,378,0,378,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=129
,-79.40397137914550,43.652541457176800,Wales Casimir,Family,Toronto Community Housing (TCHC),,61 Wales Avenue,30,0,8,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=479
,-79.27897484736480,43.70162904858290,Warden Woods,Family,Toronto Community Housing (TCHC),,680  Warden Avenue,345,0,345,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=208
,-79.37859244060020,43.66586910081410,Wellesley Jarvis Place,Family,Toronto Community Housing (TCHC),,460 Jarvis Street,212,0,212,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=193
,-79.37356436086900,43.667989616200300,Wellesley St. E (200),Family,Toronto Community Housing (TCHC),,200  Wellesley Street E.,719,0,711,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=74
,-79.44612627345230,43.79161379841030,West Don Apartments,Seniors,Toronto Community Housing (TCHC),,6250 Bathurst Street,389,0,389,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=130
,-79.18870543920840,43.76717087313280,West Hill  Apartments,Family,Del Management Solutions,,4175 Lawrence Avenue E.,375,0,372,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=135
,-79.57036208249540,43.65136001162240,West Mall,Family,Toronto Community Housing (TCHC),,"516, 520, 530, 540, 546, 552, 559 The West Mall",99,0,99,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=62
,-79.56995929615750,43.7259268414166,Westacres,Family,Toronto Community Housing (TCHC),,2 Arbor Dell Rd.,127,0,122,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=101
,-79.56964628380380,43.724951438312100,Westacres Extension,Family,Toronto Community Housing (TCHC),,9 Arbor Dell Rd.,96,0,91,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=106
,-79.51514879887900,43.69913506389810,Weston Bellevue,Family,Toronto Community Housing (TCHC),,5 Bellevue Crescent,326,0,326,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=98
,-79.53711925348150,43.73333271133800,Weston Towers,Family,Toronto Community Housing (TCHC),,3101 Weston Road,176,0,54,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=177
,-79.4000665057648,43.718239608459600,William Clarkin Mews,Family,Toronto Community Housing (TCHC),,2755 Yonge Street,113,0,80,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=730
,-79.37069984437710,43.65866718978520,William Dennison Apartments,Seniors,Toronto Community Housing (TCHC),,310 Dundas Street E.,166,0,166,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=158
,-79.40392750568280,43.77737764427460,Willowdale Avenue,Family,Toronto Community Housing (TCHC),,415 Willowdale Avenue,197,0,197,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=31
,-79.40859641625120,43.787887009976500,Willowdale Manor,Seniors,Toronto Community Housing (TCHC),,175 Cummer Avenue,246,0,245,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=125
,-79.56968593089250,43.67561749617590,Willowridge Richview,Family,Toronto Community Housing (TCHC),,44 Willowridge Road,238,0,238,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=22
,-79.37215891087840,43.66434685872870,Winchester Square,Seniors,Toronto Community Housing (TCHC),,55 Bleecker Street,260,0,260,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=154
,-79.31919056908840,43.776665744571200,Wishing Well Manor,Seniors,Del Management Solutions,,2008 Pharmacy Avenue,293,0,291,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=140
,-79.3785018150099,43.6627821379792,Wood St. (95),Family,Greenwin Inc.,,95 Wood Street,72,0,42,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=902
,-79.31190365128300,43.68288311235300,Woodbine Acres,Seniors,Toronto Community Housing (TCHC),,133 Merrill Avenue East,42,0,42,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=105
,-79.27900083828140,43.705887287799200,Woodland Acres North,Family,Toronto Community Housing (TCHC),,682 Warden Avenue,223,0,223,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=113
,-79.27941892904840,43.70355007758810,Woodland Acres South,Family,Toronto Community Housing (TCHC),,40 Firvalley Court,168,0,166,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=119
,-79.5013291789191,43.601299077855900,Woods Manor,Seniors,Toronto Community Housing (TCHC),,2835 Lakeshore Boulevard W.,148,0,142,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=156
,-79.36770526752620,43.765137989046800,Woodsworth Northey,Family,Toronto Community Housing (TCHC),,96-98  Northey Drive,38,0,38,https://www.torontohousing.ca/about/our-housing/Pages/Development-details.aspx?uid=2
